date,source_image,months,samvatsara,shakaYear,rashi,sunrise,sunset,quote,event_01,event_02,event_03,event_04,event_05,event_06,event_07,event_08,event_09,event_10,event_11,event_12,event_13,tithi_name,tithi_end_time,nakshatra_name,nakshatra_end_time,yoga_name,yoga_end_time,karana_name,karana_end_time,ayana,ritu,solarYear,paksha,solarRashi,chandraEntryRashi,rahuKala_prefix,rahuKala_from,rahuKala_to,rahuKala_prefix_2,rahuKala_from_2,rahuKala_to_2,gulikaKala_prefix,gulikaKala_from,gulikaKala_to,gulikaKala_prefix_2,gulikaKala_from_2,gulikaKala_to_2,yamaganda_prefix,yamaganda_from,yamaganda_to,yamaganda_prefix_2,yamaganda_from_2,yamaganda_to_2,arthaPrahara_prefix,arthaPrahara_from,arthaPrahara_to,arthaPrahara_prefix_2,arthaPrahara_from_2,arthaPrahara_to_2,shubhaSamaya_prefix,shubhaSamaya_from,shubhaSamaya_to,shubhaSamaya_prefix_2,shubhaSamaya_from_2,shubhaSamaya_to_2,ಮೇಷ,ವೃಷಭ,ಮಿಥುನ,ಕರ್ಕಾಟಕ,ಸಿಂಹ,ಕನ್ಯಾ,ತುಲಾ,ವೃಶ್ಚಿಕ,ಧನಸ್ಸು,ಮಕರ,ಕುಂಭ,ಮೀನ
17-11-2026,data\2026\11\17-11-2026.jpg,ಅಶ್ವೀನ|ಕಾರ್ತಿಕ,ಪರಾಭವ,1948,ತುಲಾ/ವೃಶ್ಚಿಕ,06:19,17:50,ಮಾತು ಬೆಳ್ಳಿ ಮೌನ ಬಂಗಾರ,ದುರ್ಗಾಷ್ಟಮಿ,ಗೋಪಾಷ್ಟಮಿ,ಪಂಚಕ,ನಂದೀಶ್ವರ,ಅಷ್ಟಾಹ್ನಿಕ ವ್ರತಾರಂಭ. ಮೇಲುಕೋಟೆ ರಾಜಮುಡಿ,ಉತ್ಸವ. ರಾಷ್ಟ್ರೀಯ ಅಪಸ್ಮಾರ ದಿನ,,,,,,,,ಅಷ್ಟಮಿ,30.06,ಧನಿಷ್ಟಾ,28.35,ವೃದ್ಧಿ,0.54,ಬಿಷ್ಟಿ,17.18,ದಕ್ಷಿಣಾಯನ,ಸೌರ ಹೇಮಂತ,2,ಶುಕ್ಲ,ವೃಶ್ಚಿಕ,ಮಕರ,ಮ.,03:00,04:30,,,,ಮ.,12:00,01:30,,,,ಬೆ.,09:00,10:30,,,,ಬೆ.,07:30,9:00,,,,ಸ.,05:11,06:56,,,,ಆಸೆ,ಒಳ್ಳೆಯದು,ಅಭಿವೃದ್ಧಿ,ಶಾಂತಿ,ಕೀರ್ತಿ,ಪ್ರೀತಿ,ಲಾಭ,ಅಭಿವೃದ್ಧಿ,ಪ್ರೋತ್ಸಾಹ,ಸಂತೋಷ,ಸಾಲ,ಪ್ರೀತಿ
17-12-2026,data\2026\12\17-12-2026.jpg,ಕಾರ್ತಿಕ/ಮಾರ್ಗಶಿರ,ಪರಾಭವ,1948,ವೃಶ್ಚಿಕ/ಧನು,06:34,17:56,"ಲನ್ನು ಒಪಿಕೊಳ್ಳಬೇಡ, ಅದರಿಂದ",ಭೀಮ ಜಯಂತಿ,ಪೆನ್‌ಶನ ಡೆ,ಹಾವನೂರು ಗಡಿ,ದ್ಯಾಮವ್ವನ ಕಾರ್ತಿಕ,ಧನುರ್ಮಾಸಾರಂಭ,ಚರಂತಿಮಠ,ಬಸವಾಪಟ್ಟಾಣ ಶ್ರೀ ಹಾಲಸಿದ್ದಯ್ಯ ಸ್ವಾಮಿ ಅನುಗ್ರಹ ದಿನ,ಕರವೀರ ಮಹಾರಾಣಿ ತಾರಾರಾಣೀಸೊ ಪುಣ್ಯತಿಥಿ.,,,,,,ಅಷ್ಟಮಿ,23.27,ಪೂ.ಭಾ,15.31,ಸಿದ್ಧಿ,3.2,ಏಿಷ್ಟಿ,11.13,ದಕ್ಷಿಣಾಯ,ಸೌರ ಹೇಮಂತ,2,ಶುಕ್ಲ,ಧನು,ಕುಂಭ,ಮ.,01:30,03:00,,,,ಬೆ.,09:00,16:30,,,,ಬೆ.,06:00,30,,,,ಮ.,03:00,04:30,,,,ಬೆ.,07:01,08:43,,,,ಖರ್ಚು,ಪ್ರಯತ್ನ,ಕೀರ್ತಿ,ಪ್ರಯಾಣ,ಗೊಂದಲ,ಸಂಪತ್ತು,ಉಡುಗೊರೆ,ಆಲೋಚನೆ,ಗಮನ,ಪ್ರಗತಿ,ಭಕ್ತಿ,ವಿಶ್ರಾಂತಿ
18-01-2026,data\2026\01\18-01-2026.jpg,ಪುಷ್ಯ/ಮಾಘ,ವಿಶ್ವಾವಸು,1947,ಧನು/ಮಕರ,06:46,18:14,ಅರ್ಥವಿಲದ ಪ್ರಶ್ನೆಗೆ ಮೌನವೇ ಉತರ,ಅವರಾತ್ರಿ ಅಮವಾಸ್ಯೆ,ಪುರಂದರದಾಸರ ಪುಣ್ಯ ತಿಥಿ,ಪ್ರಜಾಪಿತ ಬ್ರಹ್ಮರ ಸ್ಮರಣದಿನ. ಉಡುಪಿ,ಕೃಷ್ಣಮಠದಲ್ಲಿ ಪೂಜಾ ಪರ್ಯಾರಂಭ,ಜಮಖಂಡಿ,ತಾ. ಕಂಕಣವಾಡಿ ಗುಹೇಶ್ವರ ಜಾತ್ರೆ.,,,,,,,,ಅಮವಾಸ್ಯೆ,25.22,ಪೂ.ಷಾ,10.14,ಹರ್ಷಣ,21.11,ಚತುಷ್ಪಾದ,12.46,ಉತ್ತರಾಯಣ,ಷ್ಪಾದ 12.46,5,ಕೃಷ್ಣ,ಮಕರ,16.41,ಸ.,04:30,06:00,,,,ಮ.,03:00,04:30,,,,ಮ.,12:00,01:30,,,,ಬೆ.,10:30,12:00,,,,ಬೆ.,05:01,06:45,,,,ಭಯ,ಸಾಲ,ಅನುಕೂಲ,ದಾನ,ಖರ್ಚು,ಲಾಭ,ಪ್ರಾಮಾಣಿಕತೆ,ಭಯ,ಲಾಭ,ವಿಳಂಬ,ಆತಂಕ,ಸಂತೋಷ
18-02-2026,data\2026\02\18-02-2026.jpg,,ವಿಶ್ವಾವಸು,1947,ಮಕರ/ ಕುಂಭ,06:41,18:26,"ಒಬ್ಬರ ಬದಲಾವಣೆ, ಜಗತ್ತಿಗೆ ಸೂರ್ತಿ",ಗೋಕರ್ಣ - ಮಹಾಬಳೆಶ್ಚರ ರಥ,ಸಿದ್ದಗಂಗಾ,ಸಿದ್ದಲಿಂಗೇಶ್ವರ ರಥ,ಮುದೇನೂರ ಉಮಾಚಂದ್ರ ಶ್ರೀ,ಮೌಳೇಶ್ವರ ಕಾರ್ತಿಕೋತ್ಸವ,ಮರಡಿ ಶರಣ,ಬಸವೇಶ್ವರ ರಥ.,,,,,,,ಪ್ರತಿಪದಾ,16.58,ಶತಭಿಷಾ,21.16,ಶಿವ,2.45,ಬಾಲವ,28.32,ಉತ್ತರಾಯಣ,ಸೌರ ವಸಂತ,6,ಶುಕ್ಲ,ಕುಂಭ,ಕುಂಭ,ಮ.,12:00,01:30,,,,ಮ.,1013,12:00,,,,ಬೆ.,07:30,09:00,,,,ಬೆ.,06:00,07:30,,,,ಮ.,02:04,03:40,,,,ಸಂತೋಷ,ಯಶಸ್ಸು,ಸಾಲ,ಕಾಟರ್ಕು ಖರ್ಚು,ಸ್ನೇಹ,ಒಳ್ಳೆಯದು,ಪ್ರತಿರೋಧ,ಅಲೆದಾಟ,ಆಸಕ್ತಿ,ದುಃಖ,ಕುತೂಹಲ,ಪ್ರಯತ್ನ
18-03-2026,data\2026\03\18-03-2026.jpg,ವಿಶ್ವಾವಸು ಪರಾಭವ,ವಿಶ್ವಾವಸು ಪರಾಭವ,1947,ಕುಂಭ/ಮೀನ,06:25,18:30,“ಪ್ರಯತ್ನವೇ ಗೆಲುವಿನ ಮೂದಲ ಹೆಜ್ಜೆ,ಉ.ಭಾ. ಮಳೆ ಪ್ರಾರಂಭ,ಅಗರಕಟ್ಟಿ ಬಸವೇಶ್ವರ ರಥ,ಗದಗ ತಾ. ಕದಡಿ ಶಕ್ತಿ ಪೀಠ ಶ್ರೀ ಆರ್ಯ,ದುರ್ಗಾಂಬಿಕಾದೇವಿ ಜಾತ್ರೆ,ಪುತ್ತೂರು ಶ್ರೀ,ದುರ್ಗಾಪರಮೇಶ್ವರಿ ಧ್ವಜ.,,,,,,,,ಚತುರ್ದಶಿ,08.26,ಪೂ.ಭಾ. 29,02.11,ಶುಭ,28.01,ಚತುಷ್ಪಾದ,19.44,ಉತ್ತರಾಯಣ,ರ್ದಶಿ 08..26,4,ಕೃಷ್ಣ,ಮೀನ,ಕುಂಭ,ಮ.,12:00,01:30,,,,ಬೆ.,10:30,12:00,,,,ಬೆ.,07:30,09:00,,,,ಬೆ.,06:00,07:30,,,,ಸ.,09:37,11:10,,,,ಸಾಲ,ವಿಳಂಬ,ಭಯ,ಭಯ,ಖರ್ಚು,ಸಂತೋಷ,ಅನುಕೂಲ,ಪ್ರತಿರೋಧ,ಪ್ರೀತಿ,ಲಾಭ,ಆತಂಕ,ಶುಭ
18-04-2026,data\2026\04\18-04-2026.jpg,ಚೈತ್ರ|ವೈಶಾಖ,ಪರಾಭವ,1948,ಮೀನ/ಮೇಷ,06:05,18:32,ವೂ ಸಾಧ್ಯ ನಿನ್ನಮೇಲೆ ನಿನಗೆ ನಂಬಿಕೆ ಇದ್ದರೆ ಃ,ವಿಶ್ವ ಸಂಸ್ಕೃತಿ ದಿನ,ಚಂದ್ರದರ್ಶನ,ಮುಧೋಳ ಶ್ರೀ ಸಿದ್ದಲಿಂಗೇಶ್ವರ,ನವಲಗುಂದ ತಾ. ಗುಮ್ಮಗೋಳ ಯರಕೇರಿ,ಬಸವೇಶ್ವರ ರಥಗಳು,,,,,,,,,ಪ್ರತಿಪದಾ,14.11,ಅಶ್ವಿನಿ,09.43,ಶೀತ,02.56,ಬಾಲವ,24.31,ಉತ್ತರಾಯಣ,ಸೌರ ವಸಂತ,5,ಶುಕ್ಲ,ಮೇಷ,ಮೇಷ,ಬೆ.,09:00,10:30,,,,ಬೆ.,06:00,07:30,,,,ಮ.,01:30,05:00,,,,ಮ.,12:06,01:30,,,,ಮ.,03:12,04:36,,,,ಸಾಲ,ವಿಳಂಬ,ಖರ್ಚು,ಪ್ರೋತ್ಸಾಹ,ಸಂತೋಷ,ಯಶಸ್ಸು,ಒಳ್ಳೆಯ ಕೆಲಸ,ಅನುಕೂಲ,ಶಾಂತಿ,ಪ್ರೀತಿ,ಭಕ್ತಿ,ಕರುಣೆ
18-05-2026,data\2026\05\18-05-2026.jpg,ವೈಶಾಖ|ಅಧಿಕ ಜ್ಯೇಷ್ಠ,ಪರಾಭವ,1948,ಮೇಷ/ವೃಷಭ,05:53,18:38,ಪ್ರಯತ್ನವೇ ಯಶಸ್ಸಿಗೆ ದಾರಿ,ಅಂತರರಾಷ್ಟ್ರೀಯ ವಸ್ತುಸಂಗ್ರಹಾಲಯ ದಿನ,ವಿಶ್ವ ಏಡ್ಸ್‌ ಲಸಿಕೆ ದಿನ,ಕಾನಂಗಿ ಶ್ರೀ ಪದ್ಮಾವತಿ,ಪರಿಣೋತ್ಸವ ಸಮಾಪ್ತಿ.,,,,,,,,,,ಡ್ವಿತೀಯಾ,17.54,ರೋಹಿಣಿ,11.32,ಸುಕರ್ಮಾ,21.48,ದಾವ,07.46,ಉತ್ತರಾಯಣ,ಸೌರ ಗ್ರೀಷ್ಮ,4,ಕೃಷ್ಣ,ವೃಷಭ,ವೃಷಭ,ಬೆ.,07:30,09:00,,,,ಮ.,01:30,03:00,,,,ಬೆ.,10:30,12:00,,,,ಬೆ.,09:00,10:30,,,,ಬೆ.,08:44,10:08,,,,ಒಳ್ಳೆಯದು,ಕೋಪ,ಉತ್ಪಾಹ,ಯಶಸ್ಸು,ಪ್ರಯತ್ನ,ಕೋಪ,ಅನುಕೂಲ,ಅಭಿವೃದ್ದಿ,ಕೀರ್ತಿ,ಸಂತೋಷ,ಶಾಂತಿ,ತಾಳ್ಮೆ
18-06-2026,data\2026\06\18-06-2026.jpg,ಅ.ಜ್ಯೇಷ್ಠ/ನಿ.ಜ್ಯೇಷ್ಠ,ಪರಾಭವ ನಾಮ,1948,ವೃಷಭ/ಮಿಥುನ,05:54,18:47,ಧಾನವೇ ಎಲ್ಲಾ ಸಮಸ್ಸಗಳಗೆ ಸಂಜ,ವಿನಾಯಕ ಚತುರ್ಥಿ,ರಾಣಿ ಲಕ್ಷ್ಮೀಬಾಯಿ,ಪು.ದಿ.ರಭೂಂಸಿ,ಗುರು ಅರ್ಜುನದೇವ ಶಹೀದ ದಿನ,ಗುರು ಪುಷ್ಯಾಮೃತಯೋಗ.,,,,,,,,,ಚತುರ್ಥಿ,18.59,ಪುಷ್ಯ,11.33,ವ್ಯಾಘಾತ,17.35,ವಣಿಜ,08.14,ಉತ್ತರಾಯಣ,ರ್ಥಿ 18.59,4,ಶುಕ್ಲ,ಮಿಥುನ,ಕರ್ಕ,ಮ.,01:30,03:00,,,,ಮ.,09:00,10:30,,,,ಬೆ.,06:00,07:30,,,,ಮ.,03:00,04:30,,,,ಬೆ.,05:41,07:09,,,,ಮೆಚ್ಚುಗೆ,ಕೋಪ,ಸಾಲ,ಭಯ,ಪ್ರತಿಭೆ,ಸಮಸ್ಯೆ,ಆನಂದ,ಆಸಕ್ತಿ,ಪ್ರತಿರೋಧ,ಸಂತೋಷ,ಅಭಿವೃದ್ಧಿ,ಸಹಾಯ
18-07-2026,data\2026\07\18-07-2026.jpg,ನಿಜ ಜ್ಯೇಷ್ಠ/ಆಷಾಢ,ಪರಾಭವ,1948,ಮಿಥುನ/ಕರ್ಕ,06:02,18:40,"30ಬಿನ ಅಧ್ಯಯನ, ಸಾಳಸ ಯಶಸ",ಶ್ರೀ ಅಜಾತ ನಾಗಲಿಂಗೇಶ್ವರ ಪಲ್ಲಕ್ಕಿ ಮಹೋತ್ಸವ,ನವಲಗುಂದ,ರಾಮಚಂದ್ರ ರಾವ ಮಹಾ ಸಪ್ತಾಹ,ಕರಿಕಟ್ಟಿ,ಶ್ರೀ ನಾಗಲಿಂಗ ಆರಾಧನೆ,ಸಿಂಧನಮಡು ಶ್ರೀ,ಬ್ರಹ್ಮಾನಂದ ಸ್ವಾಮಿಗಳ ಜಯಂತಿ,,,,,,,ಪಂಚಮಿ,27.43,ಪೂರ್ವಾ,18.00,ವರೀಯಾನ,20.46,ಬವ,16.07,ದಕ್ಷಿಣಾಯನ,ಸೌರ ವರ್ಷಾ,3,ಶುಕ್ಲ,ಕರ್ಕ,ಸಿಂಹ,ಬೆ.,09:00,10:30,,,,ಬೆ.,06:00,07:30,,,,ಮ.,01:30,03:00,,,,ಮ.,12:30,01:30,,,,ಸ.,11:45,01:19,,,,ಆನಂದ,ಸಂತೋಷ,ಅಭಿವದಿ,ಖರ್ಚು,ಸ್ಪರ್ಧೆ,ಸಹಾಯ,ಲಾಭ,ಶುಭಸಮಾಚಾರ,ಯಶಸ್ಸು,ಭಯ,ನಿರಾಶೆ,ಆತಂಕ
18-08-2026,data\2026\08\18-08-2026.jpg,ಆಷಾಢ|ಶ್ರಾವಣ,ಪರಾಭವ,1948,ಕರ್ಕ/ಸಿಂಹ,06:07,18:29,ನಿನ್ನಪ್ರಯತ್ನನಿನ್ನಭವಿಷ್ಯ ಕಟ್ಟುತ್ತದೆ,ಸುಪೋದನ,ವರ್ಣ,ಶ್ರೀ ಯಾಳ ಷಷ್ಠಿ. ಕಲ್ಕಿ,ಜಯಂತಿ. ಮಂಗಳಾ ಗೌರಿ ಪೂಜೆ. ಬುಧ,ಪುರ್ವಾಸ್ತ. ವಿದ್ಯಾಪೂರ್ಣ ತೀರ್ಥರ,ಆರಾಧನೆ.ನೀಲಾಂಬಿಕಾ ಲಿಂಗೈಕ್ಯ ದಿನ,,,,,,,,ಷ್ಟಿ,17.51,ಸ್ವಾತಿ,FULL DAY,ಶಕ್ಷ,02.23,ಗರಜ,FULL DAY,ದಕ್ಷಿಣಾಯನ,ಸೌರ ವರ್ಷಾ,2,ಶುಕ್ಲ,ಸಿಂಹ,ತುಲಾ,ಮ.,03:00,04:30,,,,ಮ.,12:00,01:30,,,,ಬೆ.,09:00,10:30,,,,ಬೆ.,07:30,00,,,,ರಾ.,09:19,11:02,,,,ಸಂತೋಷ,ಸ್ನೇಹ,ಸಾಲ,ಭಕ್ತಿ,ಯಶಸ್ಸು,ಉಡುಗೊರೆ,ಭಯ,ಮೆಚ್ಚುಗೆ,ಪ್ರೀತಿ,ಪ್ರೋತ್ಸಾಹ,ಕೀರ್ತಿ,ಸ್ಪರ್ಧೆ
18-09-2026,data\2026\09\18-09-2026.jpg,ಶ್ರಾವಣ/ಭಾದ್ರಪದ,ಪರಾಭವ,1948,ಸಿಂಹ/ಕನ್ಯಾ,06:08,18:18,"'೦ಚಿತನ ಅಂತ್ಯವಲ, ಆತಬಲದ ಆರಂಭ",ದುರ್ಗಾಷ್ಟಮಿ,ಶ್ರೀ ಉಮಾಮಹೇಶ್ವ,ಅಮುಕ್ತಾರಭರಣ,ವ್ರತ,ಜೇಷ್ಠಾದೇವಿ ಪೂಜಾ,ಸಸ್ತಾಪೂರ ತಾ. ಬಸವಕಲ್ಯಾಣ,ಶರಣಶಿವಲಿಂಗೇಶ್ವರ ರಥೋತ್ಸವ ಅಗಡಿ ಶೇಷಾಚಲಸ್ವಾಮಿ,ಪು.ತಿ,ತಡಕೋಡ ಜನಾರ್ದನಸ್ವಾಮಿ ವತ.,,,,,ಸಪ್ತಮಿ,13.02,ಜ್ಯೇಷ್ಠಾ,22.45,ಪ್ರೀತಿ,13.35,ವಿಷ್ಟಿ,26.14,ದಕ್ಷಿಣಾಯನ,ಸೌರ ಶರದ,2,ಶುಕ್ಲ,ಕನ್ನಾ,ವೃಶ್ಚಿಕ,ಬೆ.,10:30,12:00,,,,ಬೆ.,07:30,09:00,,,,ಮ.,03:00,04:30,,,,ಮ.,01:30,03:00,,,,ಮ.,12:54,02:41,,,,ಸ್ನೇಹ,* ಸಂತೋಷ,ಅನುಕೂಲ,ಕಾಟರ್ಕ ' ಲಾಭ,ಖರ್ಚು,ಪ್ರೀತಿ,ಪ್ರಗತಿ,ಸಂತೋಷ,ಲಾಭ,ವಿಳಂಬ,ಆನಂದ,ಸಾಲ
18-10-2026,data\2026\10\18-10-2026.jpg,ಭಾದ್ರಪದ/ಅಶ್ವೀನ,ಪರಾಭವ,1948,ಕನ್ಯಾ/ ತುಲಾ,06:10,17:59,"್ರನವಾಗಿಯೇ ಹೋರಾಡು, ಫಲಿತಾಂಶವೇಮ",ಮಹಾಲಕ್ಷ್ಮೀ ಪೂಜೆ,ಭಾನು ಸಪ್ತಮಿ,ಶ್ರೀ ಸರಸ್ವತಿ ವಿಸರ್ಜನ,ಬಲಿದಾನ,ತಿರುಪತಿ ಮಹಾರಥೋತ್ಸವ,ಕಲ್ಲಳ್ಳಿ,ಜಮಖಂಡಿ,ಶ್ರೀವೆಂಕಟೇಶ್ವರ ರಥ,ಕಾವೇರಿ ತೀರ್ಥೋದ್ಭವ,ಕೋಲ್ಡಾಪೂರ ಶ್ರೀ,ಜ್ಯೋತಿರ್ಲಿಂಗ ಜಾಗರ.,,,ಸಪ್ತಮಿ,08.29,ಪೂ.ಷಾ,12.49,ಸುಕರ್ಮಾ,23.56,ಪಿಷ್ಟಿ,21.43,ದಕ್ಷಿಣಾಯನ,ಸೌರ ಶರದ,2,ಶುಕ್ಲ,ತುಲಾ,ಧನು,ಸ.,04:30,06:00,,,,ಮ.,5:00,64:30,,,,ಮ.,12:00,01:30,,,,ಬೆ.,16:36,12,,,,ಬೆ.,07:24,09:12,,,,ಕೀರ್ತಿ,ಅನುಕೂಲ,ತೊಂದರೆ,ಅಭಿವೃದ್ಧಿ,ಭಯ,ಆತಂಕ,ಸ್ನೇಹ,ಪ್ರೀತಿ,ಯಶಸ್ಸು,ವಿಶ್ರಾಂತಿ,_ಶಾರತಿ,ಸ೦ತೋಷ
18-11-2026,data\2026\11\18-11-2026.jpg,ಅಶ್ವೀನ|ಕಾರ್ತಿಕ,ಪರಾಭವ,1948,ತುಲಾ/ವೃಶ್ಚಿಕ,06:19,17:50,ಲಿನಿಂದ ಕಲಿಯುವವನೇ ನಿಜವಾದ ವಿಜ,ನವಮಿ ವೃದ್ಧಿ. ಪಂಚಕ. ಕೂಷ್ಮಾಂಡ,ಅಕ್ಷಯ,ನವಮಿ,ಸಾಗರಕಟ್ಟೆ ಮಠ ಶ್ರೀ ಪ್ರಜ್ಞಾಧಿರಾಜ,ತೀರ್ಥರ ಆರಾಧನೆ,,,,,,,,,ನವಮಿ,FULL DAY,ಶತಭಿಷಾ,30.11,ಧ್ರುವ,08.05,ಬಾಲವ,18.42,ದಕ್ಷಿಣಾಯನ,ಸೌರ ಹೇಮಂತ,3,ಶುಕ್ಲ,ವೃಶ್ಚಿಕ,ಕುಂಭ,ಮ.,12:00,01:30,,,,ಬೆ.,1013,12:00,,,,ಬೆ.,07:30,09:00,,,,ಬೆ.,06:00,07:30,,,,UNKNOWN,10:29,12:12,,,,ಯಶಸ್ಸು,ಸ್ನೇಹ,ಅಭಿವೃದ್ಧಿ,ಕೋಪ,ಪ್ರೋತ್ಸಾಹ,ಕೀರ್ತಿ,ದ್ವೇಷ,ಪ್ರೀತಿ,ಶಾಂತಿ,ಒಳ್ಳೆಯದು,ಅಸೆ,ಕೀರ್ತಿ
19-01-2026,data\2026\01\19-01-2026.jpg,ಪುಷ್ಯ/ಮಾಘ,ವಿಶ್ವಾವಸು,1947,ಧನು/ಮಕರ,06:46,18:14,ದು ಬದುಕುವುದಕ್ಕಿಂತ ತಿಳಿದು ಬದುಕುವುದ:,ವೇಮಣ್ಣ ಜಯಂತಿ,ಕಲಾವತಿ ದೇವಿ ಪು.ತಿ. ಬೆಳಗಾವಿ,ಹುಲಿ ಬಸವೇಶ್ವರ ಜಾತ್ರೆ,ಹಾನಗಲ್‌ ತಾ.,ಕಾಡಶೆಟ್ಟಹಳ್ಳಿ ಗಾನೆಯೋಗ ಪಂಚಾಕ್ಷರ ಗವಾಯಿ,ಜಯಂತಿ.,,,,,,,,ಪ್ರತಿಪದಾ,26.15,ಉ.ಷಾ,11.52,ವಜ್ರ,20.45,ಕಂಸ್ತಾಘ್ನ,13.31,ಉತ್ತರಾಯಣ,ಸೌರ ಶಿಶಿರ,6,ಕೃಷ್ಣ,ಮಕರ,ಮಕರ,ಬೆ.,07:30,09:00,,,,ಮ.,01:30,03:00,,,,ಬೆ.,1030,12:00,,,,ಬೆ.,09:00,10:30,,,,ಬೆ.,05:02,06:44,,,,ಶಾಂತಿ,ಅನುಕೂಲ,ಆನಂದ,ಯಶಸ್ಸು,ಶ್ರೇಷ್ಠತೆ,ಸಂಪತ್ತು,ಅಭವೃದ್ದಿ,ಸಾಲ,ಆತಂಕ,ಭಯ,ಖರ್ಚು,ವಿನಯ
19-02-2026,data\2026\02\19-02-2026.jpg,,ವಿಶ್ವಾವಸು,1947,ಮಕರ/ ಕುಂಭ,06:40,18:26,"ುನುಜನೇ ದೇವರು, ಧರ್ಮವೇ ಜೀವನದ",ಛತ್ರಪತಿ. ಶಿವಾಜಿ ಮಹಾ ಜಯಂತಿ,ರಂಜಾನ್‌,ಉಪವಾಸ ಪ್ರಾರಂಭ,ಶ್ರೀ ರಾಮಕೃಷ್ಣ ಪರಮಹಂಸ,ಜಯಂತಿ,ಹುಣಸಿಕಟ್ಟೆ ಶ್ರೀ ರುದ್ರೆಸ್ವಾಮಿ ರಥ,ಹಮ್ಮಗಿ ಸಾಮೊಹಿಕವಿವಾಹ.,,,,,,,ದ್ವಿತೀಯಾ,15.59,ಪೂ.ಭಾ,20.52,ಸಿದ್ಧ,20.4,ತೈತಿಲ,27.22,ಉತ್ತರಾಯಣ,ಸೌರ ವಸಂತ,7,ಶುಕ್ಲ,ಕುಂಭ,ಕುಂಭ,ಮ.,01:30,03:00,,,,ಬೆ.,09:00,10:30,,,,ಬೆ.,06:00,07:30,,,,ಮ.,03:00,04:30,,,,ಮ.,01:00,02:34,,,,* ಅಬಿವದಿ,ಧೈರ್ಯ”,ಆಸಕಿ,ಸಮಸ್ಯೆ,* ಉಡುಗೊರೆ,ಪ ಪ್ರೀತಿ,ಗೊಠಿದಲ,ಕೋಪ,ಲಾಭ,ಶಾಂತಿ,ಪರಿಶ್ರಮ,ಅನುಕೂಲ
19-03-2026,data\2026\03\19-03-2026.jpg,ಪುಷ್ಯ/ಮಾಘ,ವಿಶ್ವಾವಸು,1947,ಧನು/ಮಕರ,06:24,18:30,ುಗಾದಿ ನಿಮ್ಮಮನೆಯಲ್ಲಿ ಸಂತೋಷ ಮತ್ತು ಪ್ರೀತಿಯ,ಯುಗಾದಿ ಪಾಡ್ಯ,ಪರಾಭವ ಸಂವತ್ಸರ. ಶಾಲಿವಾಹನ ಶಕೆ,1948 ಪ್ರಾ. 311 ಮೂಹೂರ್ತ,ಉತ್ತಮ ದಿನ,ಅಭ್ಯಂಗಸ್ನಾನ,ಇಷ್ಟಿ. ದೇವಿ ಶ್ರೀರಾಮ ನವರಾತ್ರಾರಂಭ,ಗುಡಿ ಪರ್ವ,ಘಾತಸ್ಥಾಪಾನ,,,,,,ಅಮಾವಸ್ಯೆ,06.54,ಉ.ಭಾ,28.05,ಶುಕ್ಷ,25.17,ಕಿಂಸ್ತುಘ್ನ,17.56,ಉತ್ತರಾಯಣ,ಸೌರ ಶಿಶಿರ,5,ಶುಕ್ಲ,ಮೀನ,ಮೀನ,ಮ.,01:00,03:00,,,,ಬೆ.,09:00,10:30,,,,ಬೆ.,06:00,07:30,,,,UNKNOWN,03:00,04:36,,,,ಸ.,11:32,01:03,,,,ವಿಳಂಬ,ಸಂತೋಷ,ಸ್ನೇಹ,ಶ್ರೇಷ್ಠತೆ,ಸಮಸ್ಯೆ,ಸ್ಪರ್ಧೆ,`ಸಾಲ,್ಠಾಾ ಶುಭ,ಪ್ರತಿಭೆ,ಆತಂಕ,*-ಯಶಸ್ಸು,ಪ್ರತಿರೋಧ
19-04-2026,data\2026\04\19-04-2026.jpg,ಚೈತ್ರ|ವೈಶಾಖ,ಪರಾಭವ,1948,ಮೀನ/ಮೇಷ,06:05,18:32,ಇಗಬೇಕು ತಿಳಿದವರ ಮುಂದೆ. ತುಳಿದವರ ಮುಂ!,ಅಕ್ಷಯ ತೃತೀಯಾ,ಪರಶುರಾಮ ಜಯಂತಿ,ಶ್ರೀ ಬಸವೇಶ್ವರ ಜಯಂತಿ,ತ್ರೇತಾಯುಗಾದಿ,ಗದಗ ತಾ. ಬಿಂಕದಕಟ್ಟಿ,ಶ್ರೀರಾಮ ಕರುಣಾನಂದ ಸ್ವಾಮಿ ಪು.ತಿ.,,,,,,,,ದ್ವಿತೀಯಾ,10.50,ಮ,07.10,ಆಯುಷ್ಕಾನ,20.02,ತೈತಿಲ,21.08,ಉತ್ತರಾಯಣ,ಸೌರ ವಸಂತ,6,ಶುಕ್ಲ,ಮೇಷ,ಮೇಷ,ಸ.,04:30,06:00,,,,ಮ.,65:00,64:30,,,,ಮ.,12:00,01:30,,,,UNKNOWN,16:56,12:06,,,,ಬೆ.,02:52,04:18,,,,ಯಶಸ್ಸು,ಆತಂಕ,ಭಯ,ಸ್ನೇಹ,ಪ್ರಗತಿ,ಸಂತೋಷ,ವಿಳಂಬ,ಸಂತೋಷ,ಸಾಲ,ಸಮಸ್ಯೆ,ಶುಭ್‌,ಪ್ರತಿರೋಧ
